,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,EUR Price,Country1,City1,Type_split,Fuel,Price_Category
4915,Hardtop,Azimut power boats,"Used boat,Diesel",2007,13,4.22,GRP,242,250000,Italy , Lombardia - Trentino Alto Adige ,Used boat,Diesel,High-priced
4916,Motor Yacht,Azimut power boats,"Used boat,Diesel",2006,12.43,4.29,GRP,82,250000,Italy , Liguria ,Used boat,Diesel,High-priced
4919,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,17.8,4.59,GRP,88,250000,Italy,Unknown,Used boat,Diesel,High-priced
4920,Flybridge,Bnteau power boats,"Used boat,Diesel",2015,12.89,4.05,PVC,60,250000,France ," Marseille, France",Used boat,Diesel,High-priced
4921,Flybridge,Cranchi power boats,Used boat,2007,15.52,4.33,GRP,42,250000,Turkey , Western Turkey,Used boat,Diesel,High-priced
4923,Flybridge,Ferretti power boats,"Used boat,Diesel",2000,16.3,4.73,GRP,39,250000,Italy , Lazio ,Used boat,Diesel,High-priced
4924,Flybridge,Conam power boats,"Used boat,Diesel",2006,18.45,4.4,GRP,127,250000,Italy , Campania ,Used boat,Diesel,High-priced
4925,Motor Yacht,Raffaelli power boats,"Used boat,Diesel",2008,17.9,4.38,GRP,87,250000,Italy , Mar Tirreno,Used boat,Diesel,High-priced
4926,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2000,17.07,4.6,GRP,158,250000,Italy , Lavagna,Used boat,Diesel,High-priced
4929,Motor Yacht,Absolute power boats,"Used boat,Diesel",2009,14.61,4.19,GRP,77,250000,Italy,Unknown,Used boat,Diesel,High-priced
4933,Hardtop,Jeanneau power boats,"Used boat,Diesel",2018,11.15,3.74,GRP,81,249900,Germany , RÃ¶bel,Used boat,Diesel,High-priced
4934,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1995,18,4.68,GRP,160,249900,Spain , Costa Blanca,Used boat,Diesel,High-priced
4936,Motor Yacht,Invictus power boats,"new boat from stock,Diesel",2019,10,2.78,GRP,164,249900,Spain , Ibiza,new boat from stock,Diesel,High-priced
4937,Flybridge,Princess power boats,"Used boat,Diesel",2004,13.7,4.27,GRP,66,249900,Greece,Unknown,Used boat,Diesel,High-priced
4938,Motor Yacht,Sealine power boats,"new boat from stock,Diesel",2020,10.31,3.5,GRP,106,249841,Germany , Nordsee ,new boat from stock,Diesel,High-priced
4940,Motor Yacht,Frauscher power boats,"Used boat,Unleaded",2016,9.99,2.98,GRP,340,275400,Switzerland , Lago Maggiore,Used boat,Unleaded,High-priced
4941,Motor Yacht,Jacabo power boats,Used boat,2005,14.75,4.25,Steel,64,249500,Netherlands , In verkoophaven,Used boat,Unleaded,High-priced
4945,Motor Yacht,Linssen power boats,"Used boat,Diesel",1998,14.1,4.45,Steel,162,249000,Germany , Brandenburg ,Used boat,Diesel,High-priced
4947,Motor Yacht,Sealine power boats,Used boat,2017,10.31,3.5,GRP,172,249000,Finland ," Turku, (FI)",Used boat,Diesel,High-priced
4948,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2020,10.56,3.32,PVC,44,249000,France ," cogolin, Les Marines de Cogolin",Used boat,Diesel,High-priced
4950,Hardtop,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.45,3.37,PVC,32,249000,France ," Mandelieu la Napoule, France",new boat from stock,Unleaded,High-priced
4951,Motor Yacht,van der Heijden power boats,Used boat,2002,14.95,4.65,Steel,110,249000,Netherlands , In verkoophaven,Used boat,Diesel,High-priced
4953,Hardtop,Marex power boats,"Used boat,Diesel",2017,9.99,3.3,GRP,258,249000,Germany , Mecklenburg-Vorpommern ,Used boat,Diesel,High-priced
4954,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2019,10.5,3.32,PVC,57,249000,France ," LA GRANDE MOTTE, France",Used boat,Diesel,High-priced
4955,Flybridge,Ferretti power boats,"Used boat,Diesel",2003,14.5,4.6,GRP,115,249000,France , PACA,Used boat,Diesel,High-priced
4956,Hardtop,Bnteau power boats,"new boat from stock,Diesel",2020,9.95,3.35,PVC,71,249000,France ," PORT LEUCATE, France",new boat from stock,Diesel,High-priced
4958,Cabin Boat,Invictus power boats,"new boat from stock,Unleaded",2020,9.97,3,GRP,173,248800,Germany , Lake Constance ,new boat from stock,Unleaded,High-priced
4959,"Classic,Runabout",Frauscher power boats,"new boat on order,Unleaded",2021,7.57,2.25,GRP,191,248700,Switzerland , Lake Constance ,new boat on order,Unleaded,High-priced
4960,Motor Yacht,Minor power boats,"Used boat,Diesel",2013,11.8,3.6,GRP,48,240500,Denmark , Reese Marin Aabenraa,Used boat,Diesel,High-priced
4961,Hardtop,Sessa power boats,"Used boat,Diesel",2012,13.5,4,Plastic,350,248000,Italy , Lago Maggiore ,Used boat,Diesel,High-priced
4964,Trawler,Bnteau power boats,new boat from stock,2018,9.99,3.53,PVC,125,248000,Belgium ," Nieuport, Belgique",new boat from stock,Diesel,High-priced
4965,Sport Boat,Tecnorib power boats,"new boat from stock,Unleaded",2020,11.37,3.54,GRP,104,247820,Switzerland , Gottlieben ,new boat from stock,Unleaded,High-priced
4967,Hardtop,Marex power boats,"Used boat,Diesel",2016,10.2,3.2,GRP,217,247000,France , PACA,Used boat,Diesel,High-priced
4970,Flybridge,Dellapasqua power boats,"Used boat,Diesel",2011,13.3,4.22,GRP,65,245000,Italy , Sardegna ,Used boat,Diesel,High-priced
4971,Motor Yacht,Galeon power boats,"Used boat,Diesel",2011,12.26,3.9,GRP,183,245000,Germany , Niedersachsen ,Used boat,Diesel,High-priced
4974,Flybridge,Princess power boats,"Used boat,Diesel",2007,13.05,4.13,GRP,157,245000,Spain , Mallorca ,Used boat,Diesel,High-priced
4975,Flybridge,Azimut power boats,"Used boat,Diesel",2009,12.9,4.22,GRP,234,245000,Spain , Mallorca ,Used boat,Diesel,High-priced
4976,Flybridge,Fairline power boats,Used boat,2003,14.5,4.39,GRP,142,245000,Finland ," Hamina, (FI)",Used boat,Diesel,High-priced
4977,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2019,10.07,3.25,GRP,118,244000,Netherlands , Flevoland ,Used boat,Diesel,High-priced
4979,Motor Yacht,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.52,3.2,GRP,41,243000,Germany , BÃ¶nningstedt,new boat from stock,Unleaded,High-priced
4980,Motor Yacht,Bnteau power boats,"new boat from stock,Gas",2019,9.58,3.53,GRP,68,242750,Germany , Mannheim ,new boat from stock,Gas,High-priced
4983,Deck Boat,Sessa power boats,new boat from stock,2020,11.94,3.5,GRP,138,242000,Italy , Toscana ,new boat from stock,Gas,High-priced
4984,Flybridge,Azimut power boats,"Used boat,Diesel",2005,12.35,4.22,GRP,24,242000,France,Unknown,Used boat,Diesel,High-priced
4986,Bowrider,Four Winns power boats,"new boat from stock,Unleaded",2019,9.16,2.87,GRP,164,266025.18,Switzerland , Stansstad,new boat from stock,Unleaded,High-priced
4988,"Classic,Motor Yacht",Swiss Craft power boats,"Used boat,Unleaded",1975,13,3.9,Wood,231,265200,Switzerland , Lake of Zurich ,Used boat,Unleaded,High-priced
4989,"Classic,Runabout",Pedrazzini power boats,"Used boat,Unleaded",2000,9.45,2.8,Wood,279,265200,Switzerland , Lake of Zurich ,Used boat,Unleaded,High-priced
4990,"Cabin Boat,Classic",Riva power boats,"Used boat,Unleaded",2016,8.21,2.5,GRP,344,265200,Switzerland , Lake Geneva ,Used boat,Unleaded,High-priced
4991,Motor Yacht,Princess power boats,"Used boat,Diesel",2006,14.97,4.02,GRP,78,219000,United Kingdom , Portsmouth,Used boat,Diesel,High-priced
4992,Hardtop,Sealine power boats,"Used boat,Diesel",2010,14.3,4.47,PVC,117,218950,United Kingdom ," Lying off Site, Lying off Site",Used boat,Diesel,High-priced
4994,Motor Yacht,Jeanneau power boats,"new boat on order,Diesel",2020,10.5,3.32,GRP,88,240023,Germany , BÃ¶nningstedt,new boat on order,Diesel,High-priced
4996,Motor Yacht,Riviera power boats,"Used boat,Diesel",2004,12.98,4.61,GRP,42,240000,Portugal , Lisbon,Used boat,Diesel,High-priced
4997,Center console boat,Fairline power boats,Used boat,2010,13.12,4.04,GRP,136,240000,Italy , Campania ,Used boat,Diesel,High-priced
4999,Sport Boat,Bnteau power boats,"Used boat,Diesel",2012,15.24,4.57,GRP,123,240000,Greece , Athens,Used boat,Diesel,High-priced
5000,Hardtop,Sunseeker power boats,"Used boat,Diesel",2006,14.18,4.3,GRP,89,240000,Italy , Liguria ,Used boat,Diesel,High-priced
5003,Flybridge,Bnteau power boats,"Used boat,Diesel",2015,13.5,4.09,PVC,60,239000,France ," MARSEILLE, France",Used boat,Diesel,High-priced
5004,Hardtop,Galeon power boats,"Used boat,Diesel",2015,10.9,3.35,GRP,346,239000,Germany , Lake Constance ,Used boat,Diesel,High-priced
5005,Flybridge,Fairline power boats,"Used boat,Diesel",2004,14.6,4.3,GRP,122,239000,Croatia (Hrvatska),Unknown,Used boat,Diesel,High-priced
5006,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2005,14.55,4.36,PVC,51,239000,Croatia (Hrvatska) ," D-MARIN DALMACIJA, SUKOSAN",Used boat,Diesel,High-priced
5007,Flybridge,Cranchi power boats,"Used boat,Diesel",2006,15.01,4.33,GRP,60,239000,Italy , Veneto ,Used boat,Diesel,High-priced
5008,Trawler,Smelne power boats,Used boat,2001,14.25,4.2,Steel,39,239000,Netherlands , In verkoophaven,Used boat,Diesel,High-priced
5009,Trawler,Linssen power boats,Used boat,1999,13.99,4.35,Steel,62,239000,Netherlands , In verkoophaven,Used boat,Diesel,High-priced
5011,Center console boat,Boston Whaler power boats,"Used boat,Unleaded",2019,7.62,2.74,GRP,77,239000,Spain , Baleares ,Used boat,Unleaded,High-priced
5012,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.5,3.35,PVC,54,239000,France ," BORMES LES MIMOSAS, France",new boat from stock,Unleaded,High-priced
5013,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,14.96,4.29,GRP,71,239000,Croatia (Hrvatska),Unknown,Used boat,Diesel,High-priced
5014,Hardtop,Bnteau power boats,"new boat from stock,Unleaded",2020,9.95,3.32,PVC,26,239000,France ," LA GRANDE MOTTE, France",new boat from stock,Unleaded,High-priced
5015,Motor Yacht,Marex power boats,"Used boat,Diesel",2014,10.78,3.31,GRP,99,239000,Germany , Ostsee ,Used boat,Diesel,High-priced
5016,Motor Yacht,Bnteau power boats,"Used boat,Diesel",2011,12,3,GRP,147,239000,Croatia (Hrvatska) , Dalmatia,Used boat,Diesel,High-priced
5018,Hardtop,Princess power boats,"Used boat,Diesel",2008,14.35,3.99,GRP,219,239000,Spain , Mallorca ,Used boat,Diesel,High-priced
5021,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2011,11.8,3.99,GRP,120,239000,Croatia (Hrvatska) , INFO BOOTE RIEDL ZADAR,Used boat,Diesel,High-priced
5024,Flybridge,Jeanneau power boats,new boat from stock,2020,10.45,3.37,GRP,119,238900,Germany , BÃ¶nningstedt,new boat from stock,Diesel,High-priced
5025,Hardtop,Galeon power boats,"new boat from stock,Unleaded",2021,9.6,2.94,GRP,319,238360,Switzerland , VierwaldstÃ¤ttersee ,new boat from stock,Unleaded,High-priced
5029,Hardtop,Jeanneau power boats,"Used boat,Diesel",2016,12.33,3.8,PVC,69,238000,France ," LA ROCHELLE, LA ROCHELLE",Used boat,Diesel,High-priced
5030,Pilothouse,AGA-Marine power boats,"new boat from stock,Diesel",2016,12,3.97,Steel,87,235000,Poland , Malbork,new boat from stock,Diesel,High-priced
5031,Flybridge,Storebro power boats,"Used boat,Diesel",2005,12.5,3.9,GRP,124,235000,Portugal , Lisbon,Used boat,Diesel,High-priced
5032,Sport Boat,Tecnomar power boats,"Used boat,Diesel",2003,19.6,4.4,GRP,98,235000,Italy , Mare Adriatico,Used boat,Diesel,High-priced
5034,Motor Yacht,Momenta power boats,"new boat from stock,Diesel",2019,11,3.75,GRP,55,235000,Turkey , Istanbul,new boat from stock,Diesel,High-priced
5036,Hardtop,Atlantis power boats,"Used boat,Diesel",2009,13.96,4.25,GRP,58,235000,Italy , Ligurien,Used boat,Diesel,High-priced
5040,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2014,12.15,3.9,GRP,89,235000,Croatia (Hrvatska),Unknown,Used boat,Diesel,High-priced
5041,Hardtop,Jeanneau power boats,"Used boat,Diesel",2018,10.53,3.32,PVC,71,235000,France ," Lorient, France",Used boat,Diesel,High-priced
5043,Motor Yacht,Cranchi power boats,Used boat,2017,11.7,3.53,GRP,101,235000,Germany , onbekend,Used boat,Diesel,High-priced
5045,Flybridge,Azimut power boats,"Used boat,Diesel",2006,14.65,4.36,GRP,145,235000,Italy , Liguria ,Used boat,Diesel,High-priced
5048,Hardtop,Jeanneau power boats,"Used boat,Unleaded",2017,11.47,3.62,GRP,185,235000,Germany , Berlin ,Used boat,Unleaded,High-priced
5049,"Hardtop,Motor Yacht,Sport Boat",Bavaria power boats,"Used boat,Unleaded",2017,13.29,3.97,GRP,482,235000,Croatia (Hrvatska) , Pula ,Used boat,Unleaded,High-priced
5050,Motor Yacht,Gruno power boats,"Used boat,Diesel",2018,11.9,3.9,Steel,397,235000,Greetsile/ KrummhÃ¶rn,Unknown,Used boat,Diesel,High-priced
5051,Motor Yacht,Princess power boats,"Used boat,Diesel",2002,15.2,4.27,GRP,117,234900,Greece,Unknown,Used boat,Diesel,High-priced
5052,Motor Yacht,Sessa power boats,"Used boat,Diesel",2009,13.2,3.99,GRP,157,234800,France , CÃ´te d'Azur ,Used boat,Diesel,High-priced
5053,Motor Yacht,Greenline power boats,"new boat from stock,Diesel",2020,9.99,3.49,GRP,72,225599.66,Denmark , ab vÃ¦rft,new boat from stock,Diesel,High-priced
5056,Motor Yacht,Sunseeker power boats,Used boat,2007,14.95,4.3,GRP,83,232000,Croatia (Hrvatska) , INFO DD-YACHTING,Used boat,Diesel,High-priced
5058,Cabin Boat,Aquador power boats,"Used boat,Diesel",2017,10.6,3.45,GRP,261,255000,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Diesel,High-priced
5060,Motor Yacht,Loon power boats,"Used boat,Diesel",2015,12.7,3.99,Aluminium,171,253980,Switzerland , Basel ,Used boat,Diesel,High-priced
5061,Flybridge,Azimut power boats,"Used boat,Diesel",2005,12.9,4.29,GRP,100,229900,Croatia (Hrvatska) , INFO BOOTE RIEDL NOVIGRAD,Used boat,Diesel,High-priced
5062,Flybridge,Azimut power boats,"Used boat,Diesel",2002,15.85,4.4,GRP,124,229900,Greece,Unknown,Used boat,Diesel,High-priced
5064,Sport Boat,Viper power boats,"Used boat,Unleaded",2019,9.8,3,GRP,96,229500,Germany ,2,Used boat,Unleaded,High-priced
5065,Motor Yacht,Azimut power boats,"Used boat,Diesel",2007,14,4,GRP,123,229000,Greece,Unknown,Used boat,Diesel,High-priced
5066,Hardtop,Innovazioni e Progetti power boats,"Used boat,Diesel",2008,14.7,4.64,GRP,37,229000,Italy , Veneto ,Used boat,Diesel,High-priced
5067,Trawler,Altena power boats,"Used boat,Diesel",2012,12.66,3.95,Steel,110,229000,Netherlands , In verkoophaven,Used boat,Diesel,High-priced
5068,Motor Yacht,Pacific power boats,Used boat,2003,14.8,4.55,Steel,54,229000,Netherlands , In verkoophaven,Used boat,Diesel,High-priced
5070,Flybridge,Sealine power boats,"Used boat,Diesel",2007,12.88,4.21,GRP,34,229000,Croatia (Hrvatska) , INFO BOOTE RIEDL ZADAR,Used boat,Diesel,High-priced
5071,Motor Yacht,Innovazioni e Progetti power boats,"Used boat,Diesel",2007,17.53,4.65,GRP,111,229000,Croatia (Hrvatska),Unknown,Used boat,Diesel,High-priced
5072,Motor Yacht,Itama power boats,"Used boat,Diesel",2006,13.36,3.95,GRP,78,229000,France , CÃ´te d'Azur ,Used boat,Diesel,High-priced
5073,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2009,13,4.16,GRP,50,229000,Croatia (Hrvatska),Unknown,Used boat,Diesel,High-priced
5074,Trawler,Bnteau power boats,"Used boat,Diesel",2017,10.98,4,PVC,45,229000,France ," Pornic, France",Used boat,Diesel,High-priced
5075,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2015,11.51,3.62,GRP,96,229000,Croatia (Hrvatska) , INFO BOOTE RIEDL SUKOSAN,Used boat,Diesel,High-priced
5076,Motor Yacht,Pershing power boats,"Used boat,Diesel",2002,13.78,4.14,GRP,171,229000,Italy , Lake Garda ,Used boat,Diesel,High-priced
5077,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2016,11.47,3.62,GRP,186,229000,Germany , Neustadt i.H. ,Used boat,Diesel,High-priced
5078,Trawler,Zuiderzee power boats,Used boat,2000,14,4.25,Steel,123,229000,Netherlands , In verkoophaven,Used boat,Diesel,High-priced
5080,Motor Yacht,Cruisers Yachts power boats,"Used boat,Diesel",2007,13.11,4.11,GRP,69,229000,Netherlands , On request,Used boat,Diesel,High-priced
5081,Bowrider,Frauscher power boats,"new boat from stock,Unleaded",2019,8.67,2.49,GRP,620,228975,Switzerland , Lake Constance ,new boat from stock,Unleaded,High-priced
5083,Pontoon Boat,Performance power boats,"Used boat,Unleaded",2009,11.8,3,GRP,173,228000,Italy , Gardasee,Used boat,Unleaded,High-priced
5084,Trawler,Bnteau power boats,Used boat,2007,13.6,4.17,GRP,113,220350,Denmark , NordsjÃ¦lland,Used boat,Unleaded,High-priced
5085,Pilothouse,Ranieri International power boats,new boat from stock,2017,11.5,3,GRP,290,250920,Switzerland , Bielersee ,new boat from stock,Unleaded,High-priced
5086,Hardtop,Marex power boats,Used boat,2016,9.99,3.3,GRP,212,227500,Netherlands , Bestboats Roermond,Used boat,Unleaded,High-priced
5089,Motor Yacht,Motiva power boats,"Used boat,Diesel",2002,13.18,3.74,Steel,73,218400,Denmark , Vinter hal i Kappelen nord tyskland efter med RM.,Used boat,Diesel,High-priced
5091,Sport Boat,Cantieri di Sarnico power boats,Used boat,2000,17.15,4.54,GRP,75,225000,Italy , Liguria ,Used boat,Diesel,High-priced
5093,Sport Boat,Rivers and Tides power boats,"new boat from stock,Electric",2017,6.8,2.07,Wood,44,225000,Austria , Linz,new boat from stock,Electric,High-priced
5095,Motor Yacht,Condor Yachting power boats,"Used boat,Diesel",1999,17.5,5,Steel,524,225000,France , France ,Used boat,Diesel,High-priced
5096,"House Boat,Motor Yacht,Trawler",Hollandia power boats,"Used boat,Diesel",1998,14.3,4.45,Steel,471,225000,Sweden , Askersund ,Used boat,Diesel,High-priced
5097,Flybridge,Jeanneau power boats,"Used boat,Diesel",2007,14.85,4.36,GRP,127,225000,Croatia (Hrvatska),Unknown,Used boat,Diesel,High-priced
5098,Hardtop,Bnteau power boats,"Used boat,Diesel",2016,12.55,3.85,PVC,46,224916,France ," ARCACHON, ARCACHON",Used boat,Diesel,High-priced
5101,Hardtop,Jeanneau power boats,"Used boat,Unleaded",2020,10.44,3.32,PVC,34,224391,France ," LA ROCHELLE, France",Used boat,Unleaded,High-priced
5102,Motor Yacht,Azimut power boats,"Used boat,Diesel",1998,14.33,4.4,GRP,108,224200,Spain , Santa Margarita,Used boat,Diesel,High-priced
5103,Pilothouse,Nimbus power boats,Used boat,2017,9.85,3.25,GRP,295,224000,Switzerland , Lake Constance ,Used boat,Diesel,High-priced
5104,Motor Yacht,Parker power boats,"new boat from stock,Unleaded",2019,11.2,3.6,GRP,71,223129,Germany , Nordrhein-Westfalen ,new boat from stock,Unleaded,High-priced
5107,Motor Yacht,Sessa power boats,"new boat from stock,Diesel",2011,11.7,3.75,GRP,50,215475,Denmark , Frankrig,new boat from stock,Diesel,High-priced
5111,Cabin Boat,Q-Yachts power boats,"new boat from stock,Electric",2019,9.3,2.2,GRP,280,242811,Switzerland , Lake of Zurich ,new boat from stock,Electric,High-priced
5112,Flybridge,Azimut power boats,"Used boat,Diesel",2004,13,4,GRP,44,220000,Italy , Sardegna ,Used boat,Diesel,High-priced
5113,Flybridge,Princess power boats,"Used boat,Diesel",1996,13.68,4.17,GRP,47,220000,Portugal , LISBOA,Used boat,Diesel,High-priced
5114,"Classic,Flybridge",Cantieri di Pisa power boats,"Used boat,Diesel",1980,27,6.68,Wood,199,220000,Italy , Mar Tirreno,Used boat,Diesel,High-priced
5117,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2003,16.76,4.66,GRP,109,220000,Turkey , Istanbul,Used boat,Diesel,High-priced
5119,Center console boat,Rhea power boats,"Used boat,Diesel",2017,10.6,3.15,PVC,76,220000,France ," BÃ©nodet, France",Used boat,Diesel,High-priced
5120,Hardtop,Bnteau power boats,"Used boat,Diesel",2011,12.9,3.99,GRP,52,220000,Italy , Lazio ,Used boat,Diesel,High-priced
5121,Hardtop,Absolute power boats,"Used boat,Diesel",2008,14.3,4.2,GRP,105,220000,Italy , Liguria ,Used boat,Diesel,High-priced
5122,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2012,11,3,GRP,134,220000,Croatia (Hrvatska) , Dalmatia,Used boat,Diesel,High-priced
5123,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2004,14.76,4.2,GRP,177,219900,Spain , Mallorca ,Used boat,Diesel,High-priced
5124,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,17.28,4.6,GRP,106,199999,Spain , Palmanova,Used boat,Diesel,High-priced
5125,Cabin Boat,Sunseeker power boats,"Used boat,Diesel",2001,18.5,4.59,GRP,239,199990,Spain , Mallorca ,Used boat,Diesel,High-priced
5126,Trawler,ReLine power boats,Used boat,2009,12.25,4.15,Steel,61,219500,Netherlands ," Verkoophaven IJsseldelta Marina Hattem, Geldersedi",Used boat,Diesel,High-priced
5127,Motor Yacht,Pacific power boats,Used boat,2006,16,4.75,Steel,74,219500,Netherlands , In verkoophaven,Used boat,Diesel,High-priced
